Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,9/28/2016,602.885,605.0175,607.3175,601.39374
BTC,9/29/2016,603.58124,602.885,604.315,602.27374
BTC,9/30/2016,604.52125,603.58124,606.02374,602.48375
BTC,10/3/2016,611.88874,613.23749,613.38,608.275
BTC,10/4/2016,609.495,611.88874,612.61375,608.6325
BTC,10/5/2016,608.125,609.495,610.1575,607.68125
BTC,10/6/2016,610.57,608.125,612.785,607.91125
BTC,10/7/2016,610.23375,610.57,611.61249,609.8025
BTC,10/10/2016,615.91625,614.59625,616.06625,614.095
BTC,10/11/2016,618.3275,615.91625,618.35749,613.8225
BTC,10/12/2016,637.21624,618.3275,640.89874,618.3275
BTC,10/13/2016,637.73625,637.21624,638.90125,634.06625
BTC,10/14/2016,635.88375,637.73625,637.75375,633.81625
BTC,10/17/2016,636.635,638.605,641.1525,636.58624
BTC,10/18/2016,637.01625,636.635,638.62625,635.86249
BTC,10/19/2016,634.605,637.01625,637.76374,632.7675
BTC,10/20/2016,626.36875,634.605,636.36249,625.27625
BTC,10/21/2016,629.61249,626.36875,629.91,626.36625
BTC,10/24/2016,647.69375,650.895,653.49375,645.91999
BTC,10/25/2016,652.235,647.69375,652.84124,645.49375
BTC,10/26/2016,657.05625,652.235,658.86749,646.6925
BTC,10/27/2016,684.3775,657.05625,685.21375,656.39125
BTC,10/28/2016,684.2975,684.3775,686.73,678.02125
BTC,10/31/2016,693.89625,704.91,709.9875,682.08375
BTC,11/1/2016,708.955,693.89625,710.44125,693.4425
BTC,11/2/2016,725.6925,708.955,735.8275,707.8325
BTC,11/3/2016,741.84875,725.6925,744.01875,719.6325
BTC,11/4/2016,701.21875,741.84875,744.89375,673.73125
BTC,11/7/2016,705.47125,705.47875,714.55875,699.865
BTC,11/8/2016,706.13375,705.47125,707.58875,700.03
BTC,11/9/2016,728.36125,706.13375,729.0725,701.9975
BTC,11/10/2016,719.2525,728.36125,738.985,717.07875
BTC,11/11/2016,714.57125,719.2525,719.34375,707.995
BTC,11/14/2016,704.62125,694.72125,704.65,686.0225
BTC,11/15/2016,711.39625,704.62125,713.0725,698.5175
BTC,11/16/2016,710.9275,711.39625,716.215,709.3275
BTC,11/17/2016,745.92625,710.9275,746.36375,710.6725
BTC,11/18/2016,738.665,745.92625,752.0375,731.9825
BTC,11/21/2016,730.365,752.5525,753.765,713.13
BTC,11/22/2016,734.84,730.365,738.62875,728.015
BTC,11/23/2016,745.97875,734.84,750.80125,734.55
BTC,11/24/2016,739.81875,745.97875,746.575,732.20875
BTC,11/25/2016,730.3125,739.81875,740.87625,727.9875
BTC,11/28/2016,731.9,727.445,735.405,727.43875
BTC,11/29/2016,731.12625,731.9,734.1425,729.4725
BTC,11/30/2016,731.64,731.12625,734.43375,728.60375
BTC,12/1/2016,744.1025,731.64,744.47,730.71125
BTC,12/2/2016,766.5925,744.1025,767.105,744.1025
BTC,12/5/2016,760.1,764.3575,767.24125,759.91875
BTC,12/6/2016,754.82625,760.1,760.40625,745.6975
BTC,12/7/2016,758.35375,754.82625,759.89,751.95625
BTC,12/8/2016,763.23625,758.35375,768.31875,752.165
BTC,12/9/2016,766.8725,763.23625,771.42,762.7025
BTC,12/12/2016,769.8275,765.9525,769.86375,763.31625
BTC,12/13/2016,774.38625,769.8275,788.48625,766.9025
BTC,12/14/2016,778.35625,774.38625,781.585,771.5475
BTC,12/15/2016,776.9825,778.35625,779.605,771.3925
BTC,12/16/2016,776.415,776.9825,778.2175,772.7675
BTC,12/19/2016,791,789.24625,791.16,785.2375
BTC,12/20/2016,789.2325,791,792.2825,788.65625
BTC,12/21/2016,805.79625,789.2325,806.1975,788.44875
BTC,12/22/2016,842.63875,805.79625,842.96625,805.14875
BTC,12/23/2016,910.9325,842.63875,910.9325,842.17875
BTC,12/26/2016,905.45625,870.13125,909.84625,858.03625
BTC,12/27/2016,900.36625,905.45625,906.88875,893.62125
BTC,12/28/2016,948.89875,900.36625,949.80625,900.02625
BTC,12/29/2016,971.645,948.89875,982.86875,947.03
BTC,12/30/2016,954.84375,971.645,977.7925,949.61875
BTC,1/2/2017,1009.97375,964.325,1011.525,963.53
BTC,1/3/2017,1028.33375,1009.97375,1034.105,998.62125
BTC,1/4/2017,1047.09999,1028.33375,1048.12375,1013.3775
BTC,1/5/2017,1140.385,1047.09999,1141.9975,1047.06375
BTC,1/6/2017,985.93875,1140.385,1153.02,887.46625
BTC,1/9/2017,889.33875,923.52375,942.0625,878.10125
BTC,1/10/2017,905.22625,889.33875,911.99625,881.1575
BTC,1/11/2017,910.60625,905.22625,914.02375,897.57375
BTC,1/12/2017,772.66125,910.60625,919.55875,747.49625
BTC,1/13/2017,784.89375,772.66125,828.08875,746.685
BTC,1/16/2017,830.74,821.19625,834.7025,810.21625
BTC,1/17/2017,848.58125,830.74,848.58125,820.91625
BTC,1/18/2017,890.29375,848.58125,914.8025,848.58125
BTC,1/19/2017,888.0625,890.29375,901.83375,848.60875
BTC,1/20/2017,896.16375,888.0625,905.4225,884.185
BTC,1/23/2017,920.365,934.7775,936.7525,893.0075
BTC,1/24/2017,912.2125,920.365,926.9975,891.405
BTC,1/25/2017,898.55,912.2125,922.1475,884.78875
BTC,1/26/2017,901.05,898.55,901.48,888.01875
BTC,1/27/2017,912.84375,901.05,919.1325,896.2825
BTC,1/30/2017,916.91125,920.82875,921.50875,912.955
BTC,1/31/2017,921.35125,916.91125,921.8175,915.77
BTC,2/1/2017,973.065,921.35125,978.185,920.64875
BTC,2/2/2017,982.8275,973.065,992.41875,964.4075
BTC,2/3/2017,1020.09,982.8275,1020.12375,982.33375
BTC,2/6/2017,1019.3125,1029.40124,1030.33625,1006.51875
BTC,2/7/2017,1029.40875,1019.3125,1030.405,1018.23
BTC,2/8/2017,1067.70875,1029.40875,1067.79625,1029.40875
BTC,2/9/2017,1072.205,1067.70875,1072.22875,1018.19125
BTC,2/10/2017,974.95875,1072.205,1077.7625,942.45375
BTC,2/13/2017,1004.85375,1004.71375,1008.49,997.45625
BTC,2/14/2017,994.58,1004.85375,1007.28,976.28875
BTC,2/15/2017,1003.59,994.58,1016.445,987.33125
BTC,2/16/2017,1018.41125,1003.59,1021.98375,1001.00375
BTC,2/17/2017,1038.86625,1018.41125,1041.52375,1016.995
BTC,2/20/2017,1046.66249,1052.84375,1061.3175,1045.30874
BTC,2/21/2017,1079.5825,1046.66249,1084.50375,1046.66249
BTC,2/22/2017,1112.86375,1079.5825,1126.48625,1079.3475
BTC,2/23/2017,1122.515,1112.86375,1132.51,1101.9
BTC,2/24/2017,1193.501,1122.515,1193.961,1120.73
BTC,2/27/2017,1189.366,1139.848,1192.252,1139.795
BTC,2/28/2017,1189.94699,1189.366,1210.156,1173.095
BTC,3/1/2017,1193.611,1189.94699,1198.163,1179.97
BTC,3/2/2017,1221.05,1193.611,1233.298,1187.33199
BTC,3/3/2017,1269.776,1221.05,1284.334,1216.03
BTC,3/6/2017,1273.24699,1260.668,1280.579,1245.911
BTC,3/7/2017,1280.30499,1273.24699,1285.181,1268.809
BTC,3/8/2017,1206.357,1280.30499,1280.427,1188.174
BTC,3/9/2017,1153.06,1206.357,1225.5,1135.086
BTC,3/10/2017,1200.557,1153.06,1208.63899,1147.435
BTC,3/13/2017,1235.553,1186.351,1237.781,1178.066
BTC,3/14/2017,1242.806,1235.553,1247.261,1216.20699
BTC,3/15/2017,1245.892,1242.806,1257.797,1227.108
BTC,3/16/2017,1247.67099,1245.892,1260.62999,1245.099
BTC,3/17/2017,1126.08199,1247.67099,1248.29199,1103.531
BTC,3/20/2017,1036.226,1000.24599,1058.91,977.506
BTC,3/21/2017,1065.481,1036.226,1065.50599,1015.041
BTC,3/22/2017,1091.333,1065.481,1119.074,1063.69699
BTC,3/23/2017,1036.099,1091.333,1101.028,990.705
BTC,3/24/2017,1013.844,1036.099,1053.241,1012.245
BTC,3/27/2017,968.293,962.508,998.56,946.522
BTC,3/28/2017,1035.32199,968.293,1042.901,965.455
BTC,3/29/2017,1011.969,1035.32199,1064.52,1010.04699
BTC,3/30/2017,1041.374,1011.969,1056.89799,1011.315
BTC,3/31/2017,1048.86299,1041.374,1051.473,1023.187
BTC,4/3/2017,1140.037,1082.37,1140.037,1077.59099
BTC,4/4/2017,1148.092,1140.037,1155.714,1120.597
BTC,4/5/2017,1139.86,1148.092,1161.361,1125.827
BTC,4/6/2017,1150.685,1139.86,1151.20699,1113.077
BTC,4/7/2017,1177.284,1150.685,1202.82199,1149.209
BTC,4/10/2017,1213.801,1187.03299,1218.239,1178.396
BTC,4/11/2017,1206.74,1213.801,1219.056,1202.78299
BTC,4/12/2017,1226.896,1206.74,1232.155,1204.364
BTC,4/13/2017,1216.269,1226.896,1226.927,1213.655
BTC,4/14/2017,1187.136,1216.269,1219.007,1154.9
BTC,4/17/2017,1184.2,1189.55,1190.96499,1178.19599
BTC,4/18/2017,1211.73799,1184.2,1211.73799,1181.78299
BTC,4/19/2017,1218.666,1211.73799,1222.358,1211.233
BTC,4/20/2017,1227.981,1218.666,1232.858,1209.183
BTC,4/21/2017,1261.702,1227.981,1264.665,1227.679
BTC,4/24/2017,1243.43,1232.7575,1250.455,1230.68374
BTC,4/25/2017,1251.5775,1243.43,1251.5775,1240.11999
BTC,4/26/2017,1269.69625,1251.5775,1270.7275,1248.7425
BTC,4/27/2017,1289.7475,1269.69625,1307.27875,1269.43
BTC,4/28/2017,1335.825,1289.7475,1343.5925,1289.4925
BTC,5/1/2017,1370.79,1311.58874,1371.20625,1308.7425
BTC,5/2/2017,1416.61,1370.79,1426.63375,1350.005
BTC,5/3/2017,1448.88625,1416.61,1466.88125,1408.54
BTC,5/4/2017,1506.7725,1448.88625,1507.51,1431.18125
BTC,5/5/2017,1543.31,1506.7725,1594.62625,1442.73125
BTC,5/8/2017,1564.065,1554.6025,1572.55375,1525.895
BTC,5/9/2017,1644.72875,1564.065,1655.7875,1564.065
BTC,5/10/2017,1695.83125,1644.72875,1753.595,1641.0625
BTC,5/11/2017,1748.35375,1695.83125,1764.21,1690.39875
BTC,5/12/2017,1774.52,1748.35375,1839.23125,1748.07
BTC,5/15/2017,1747.04375,1774.805,1793.7325,1740.2
BTC,5/16/2017,1665.0325,1747.04375,1747.04375,1652.15625
BTC,5/17/2017,1744.44125,1665.0325,1753.0375,1657.10875
BTC,5/18/2017,1796.89625,1744.44125,1823.555,1744.44125
BTC,5/19/2017,1913.13875,1796.89625,1918.3275,1795.7775
BTC,5/22/2017,2114.98875,2074.69625,2115.59125,2001.145
BTC,5/23/2017,2196.66874,2114.98875,2289.2075,2062.30249
BTC,5/24/2017,2348.55249,2196.66874,2356.405,2174.49375
BTC,5/25/2017,2581.85375,2348.55249,2593.36666,2310.42625
BTC,5/26/2017,2460.95375,2581.85375,2791.695,2298.48999
BTC,5/29/2017,2195.785,2234.83374,2320.8175,2135.0025
BTC,5/30/2017,2315.73625,2195.785,2339.725,2157.34499
BTC,5/31/2017,2170.98124,2315.73625,2329.63625,2152.9225
BTC,6/1/2017,2402.125,2170.98124,2414.515,2162.22625
BTC,6/2/2017,2477.1725,2402.125,2489.9775,2361.74125
BTC,6/5/2017,2605.125,2526.31125,2607.92999,2494.29125
BTC,6/6/2017,2855.03,2605.125,2911.86,2582.375
BTC,6/7/2017,2900.8525,2855.03,2967.47625,2742.335
BTC,6/8/2017,2737.9025,2900.8525,2911.93875,2625.085
BTC,6/9/2017,2826.03875,2737.9025,2864.365,2712.68875
BTC,6/12/2017,3007.0125,2910.33625,3025.4725,2894.01
BTC,6/13/2017,2697.0775,3007.0125,3041.35833,2525.23875
BTC,6/14/2017,2780.1825,2697.0775,2802.9475,2696.4575
BTC,6/15/2017,2518.54875,2780.1825,2828.8825,2385.03125
BTC,6/16/2017,2438.61749,2518.54875,2522.3075,2185.96124
BTC,6/19/2017,2611.67999,2680.1025,2680.1025,2522.3225
BTC,6/20/2017,2667.5475,2611.67999,2691.57375,2555.10375
BTC,6/21/2017,2805.0975,2667.5475,2822.63375,2636.05875
BTC,6/22/2017,2702.00375,2805.0975,2828.94375,2661.31125
BTC,6/23/2017,2763.29125,2702.00375,2783.75875,2643.75875
BTC,6/26/2017,2630.59499,2598.15875,2696.88625,2530.63125
BTC,6/27/2017,2513.42999,2630.59499,2633.1075,2387.63749
BTC,6/28/2017,2556.1675,2513.42999,2597.27625,2332.60125
BTC,6/29/2017,2591.2675,2556.1675,2619.23625,2498.9325
BTC,6/30/2017,2547.3225,2591.2675,2620.84375,2530.12125
BTC,7/3/2017,2513.74125,2424.69875,2551.065,2410.4725
BTC,7/4/2017,2640.06125,2513.74125,2648.85624,2510.3225
BTC,7/5/2017,2588.67875,2640.06125,2659.78875,2583.3525
BTC,7/6/2017,2634.17375,2588.67875,2648.67999,2560.85
BTC,7/7/2017,2598.57,2634.17375,2638.09875,2591.9825
BTC,7/10/2017,2524.12624,2586.0425,2590.7525,2510.28625
BTC,7/11/2017,2352.265,2524.12624,2541.55625,2314.0775
BTC,7/12/2017,2292.91375,2352.265,2428.15749,2272.31625
BTC,7/13/2017,2437.55375,2292.91375,2448.505,2292.41874
BTC,7/14/2017,2337.67875,2437.55375,2437.55375,2327.72875
BTC,7/17/2017,1986.9425,2045.5725,2055.7475,1836.92
BTC,7/18/2017,2189.23999,1986.9425,2246.11749,1986.9425
BTC,7/19/2017,2354.8925,2189.23999,2407.18874,2177.99375
BTC,7/20/2017,2349.355,2354.8925,2413.485,2258.1125
BTC,7/21/2017,2740.56875,2349.355,2946.36,2332.35375
BTC,7/24/2017,2772.3675,2831.67875,2836.3775,2670.76125
BTC,7/25/2017,2768.8025,2772.3675,2813.96875,2720.71125
BTC,7/26/2017,2540.20874,2768.8025,2796.92125,2485.185
BTC,7/27/2017,2570.195,2540.20874,2577.05875,2433.83125
BTC,7/28/2017,2699.72125,2570.195,2749.99875,2554.37
BTC,7/31/2017,2718.6175,2714.70375,2753.33125,2615.8075
BTC,8/1/2017,2867.65375,2718.6175,2902.37125,2706.8225
BTC,8/2/2017,2739.70875,2867.65375,2925.03375,2670.16333
BTC,8/3/2017,2740.07125,2739.70875,2765.5525,2681.46875
BTC,8/4/2017,2811.71,2740.07125,2824.38,2731.19625
BTC,8/7/2017,3274.6375,3254.71,3325.96625,3190.18625
BTC,8/8/2017,3474.7625,3274.6375,3476.81875,3258.405
BTC,8/9/2017,3416.185,3474.7625,3525.0375,3376.37
BTC,8/10/2017,3364.41125,3416.185,3442.98875,3280.325
BTC,8/11/2017,3451.8525,3364.41125,3474.335,3357.67125
BTC,8/14/2017,4036.7575,4104.015,4225.4025,3890.005
BTC,8/15/2017,4462.67625,4036.7575,4483.54749,4036.7575
BTC,8/16/2017,4118.9025,4462.67625,4470.34375,3892.72
BTC,8/17/2017,4322.42125,4118.9025,4440.76124,3985.23375
BTC,8/18/2017,4311.685,4322.42125,4522.13,4225.5
BTC,8/21/2017,4110.94125,4139.38125,4218.21125,4101.06125
BTC,8/22/2017,3911.27625,4110.94125,4142.63875,3884.6225
BTC,8/23/2017,4162.79249,3911.27625,4197.76124,3687.27625
BTC,8/24/2017,4178.75625,4162.79249,4299.96875,4130.925
BTC,8/25/2017,4396.03125,4178.75625,4420.35999,4165.77375
BTC,8/28/2017,4340.46,4381.39625,4416.0225,4340.46
BTC,8/29/2017,4442.6575,4340.46,4455.04625,4239.01124
BTC,8/30/2017,4664.64375,4442.6575,4703.41749,4400.15874
BTC,8/31/2017,4676.1425,4664.64375,4707.5525,4545.5375
BTC,9/1/2017,4783.17,4676.1425,4808.12125,4654.07
BTC,9/4/2017,4593.1825,4672.56875,4749.02875,4481.5225
BTC,9/5/2017,4160.535,4593.1825,4594.5775,4037.49875
BTC,9/6/2017,4517.57,4160.535,4529.58875,4111.97124
BTC,9/7/2017,4543.1025,4517.57,4666.46625,4517.57
BTC,9/8/2017,4628.6025,4543.1025,4691.97999,4506.6625
BTC,9/11/2017,4307.82625,4194.21875,4334.5075,3976.46125
BTC,9/12/2017,4295.76124,4307.82625,4310.79125,4108.475
BTC,9/13/2017,3944.58375,4295.76124,4368.22,3944.58375
BTC,9/14/2017,3817.0575,3944.58375,4053.3225,3766.36
BTC,9/15/2017,3358.10875,3817.0575,3896.7925,3209.43875
BTC,9/18/2017,3764.6175,3608.595,3803.4125,3484.80125
BTC,9/19/2017,3976.3875,3764.6175,4080.4975,3753.3775
BTC,9/20/2017,3863.18625,3976.3875,4026.57,3847.35375
BTC,9/21/2017,3827.685,3863.18625,4021.46,3813.225
BTC,9/22/2017,3690.99125,3827.685,3890.98,3584.59125
BTC,9/25/2017,3753.435,3772.8475,3775.7775,3627.52625
BTC,9/26/2017,3920.99125,3753.435,3970.2575,3752.46875
BTC,9/27/2017,3939.515,3920.99125,3968.53625,3865.23125
BTC,9/28/2017,4220.28,3939.515,4228.085,3930.91125
BTC,9/29/2017,4062.20375,4220.28,4278.77625,4027.04125
BTC,10/2/2017,4414.1775,4300.55125,4431.32125,4261.34624
BTC,10/3/2017,4424.4725,4414.1775,4462.00625,4376.085
BTC,10/4/2017,4307.555,4424.4725,4426.06125,4246.29
BTC,10/5/2017,4186.78374,4307.555,4345.28374,4179.41875
BTC,10/6/2017,4325.23625,4186.78374,4355.89375,4150.7575
BTC,10/9/2017,4624.34875,4446.17249,4625.22,4419.19375
BTC,10/10/2017,4789.30125,4624.34875,4870.04125,4554.0275
BTC,10/11/2017,4741.70875,4789.30125,4909.18124,4726.28
BTC,10/12/2017,4858.60499,4741.70875,4882.695,4730.87875
BTC,10/13/2017,5728.5475,4858.60499,5856.09875,4843.695
BTC,10/16/2017,5607.01,5779.07375,5796.2425,5439.9825
BTC,10/17/2017,5643.55375,5607.01,5789.795,5569.3075
BTC,10/18/2017,5495.03875,5643.55375,5685.35,5461.02625
BTC,10/19/2017,5627.08625,5495.03875,5639.68625,5109.7
BTC,10/20/2017,5686.52625,5627.08625,5735.155,5544.70375
BTC,10/23/2017,5969.795,5949.07875,6031.74625,5733.01875
BTC,10/24/2017,5649.005,5969.795,6050.20375,5564.77375
BTC,10/25/2017,5550.85875,5649.005,5769.27,5374.5975
BTC,10/26/2017,5776.87875,5550.85875,5784.57625,5430.75
BTC,10/27/2017,5923.70625,5776.87875,5995.92625,5695.33125
BTC,10/30/2017,6151.325,5741.7225,6306.5775,5733.85625
BTC,10/31/2017,6130.56375,6151.325,6218.48875,6026.68875
BTC,11/1/2017,6424.515,6130.56375,6458.26625,6089.47375
BTC,11/2/2017,6879.365,6424.515,6922.9,6357.91
BTC,11/3/2017,7199.2375,6879.365,7355.35,6798.3975
BTC,11/6/2017,7231.93,7376.7425,7601.535,7202.47125
BTC,11/7/2017,7123.89375,7231.93,7423.05875,6932.42875
BTC,11/8/2017,7356.50625,7123.89375,7377.9625,6978.5875
BTC,11/9/2017,7342.82375,7356.50625,7879.06,7095.42375
BTC,11/10/2017,7250.77,7342.82375,7439.385,7058.35125
BTC,11/13/2017,5969.13,6075.30125,6466.46,5507.29
BTC,11/14/2017,6666.27125,5969.13,6770.37,5949.5025
BTC,11/15/2017,6867.42625,6666.27125,6910.2475,6442.4
BTC,11/16/2017,7259.3,6867.42625,7336.80125,6798.9325
BTC,11/17/2017,7924.1825,7259.3,7998.39625,7172.755
BTC,11/20/2017,7954.7675,7787.45625,8101.91,7678.375
BTC,11/21/2017,7879.06,7954.7675,8286.17375,7818.5025
BTC,11/22/2017,8150.6325,7879.06,8362.3025,7828.535
BTC,11/23/2017,8208.75375,8150.6325,8294.495,8095.08125
BTC,11/24/2017,8094.445,8208.75375,8264.3875,7892.68
BTC,11/27/2017,9573.9675,8851.305,9682.10125,8834.3875
BTC,11/28/2017,9713.09625,9573.9675,9743.12375,9382.13125
BTC,11/29/2017,10295.6225,9713.09625,10358.30625,9690.33375
BTC,11/30/2017,10542.6625,10295.6225,11377.33375,9290.29625
BTC,12/1/2017,9706.10375,10542.6625,10681.85125,9021.84874
BTC,12/4/2017,11382.20875,10973.54375,11831.5125,10495.5625
BTC,12/5/2017,11597.23125,11382.20875,11662.84375,10875.71375
BTC,12/6/2017,12230.365,11597.23125,12273.54,11473.50875
BTC,12/7/2017,13734.52,12230.365,14097.04,12152.1075
BTC,12/8/2017,16403.42125,13734.52,17153.94125,13731.82
BTC,12/11/2017,16299.2975,13152.52875,16587.8425,13152.52875
BTC,12/12/2017,16374.8975,16299.2975,17382.63874,16031.4475
BTC,12/13/2017,16678.28749,16374.8975,17615.4725,16259.2775
BTC,12/14/2017,16246.13875,16678.28749,17335.73125,15799.8675
BTC,12/15/2017,17221.65125,16246.13875,17583.2,16152.01375
BTC,12/18/2017,18640.2625,19166.97874,19783.20625,18094.19374
BTC,12/19/2017,18984.7675,18640.2625,19227.0825,18329.145
BTC,12/20/2017,16862.57125,18984.7675,18984.7675,15577.7425
BTC,12/21/2017,16925.0175,16862.57125,17822.56625,15683.86125
BTC,12/22/2017,14182.46499,16925.0175,17301.21125,13077.93666
BTC,12/25/2017,13387.34875,14103.21875,14489.48375,12508.425
BTC,12/26/2017,14652.3675,13387.34875,14670.675,13196.82625
BTC,12/27/2017,15846.07375,14652.3675,16079.32375,14553.87375
BTC,12/28/2017,14362.40375,15846.07375,16476.18,13935.615
BTC,12/29/2017,14867.5725,14362.40375,14997.83375,13498.77875
BTC,1/1/2018,13439.4175,13062.145,14213.44125,12587.60375
BTC,1/2/2018,13337.62125,13439.4175,13892.2425,12859.8025
BTC,1/3/2018,14881.545,13337.62125,15216.75625,12955.965
BTC,1/4/2018,15104.45,14881.545,15394.98625,14588.595
BTC,1/5/2018,14953.8525,15104.45,15194.40625,14225.16625
BTC,1/8/2018,15632.41125,16735.10625,16861.20875,15546.415
BTC,1/9/2018,15242.93625,15632.41125,15944.5225,13957.9125
BTC,1/10/2018,14122.825,15242.93625,15360.1325,13968.24375
BTC,1/11/2018,13269.5975,14122.825,14942.61125,13161.5775
BTC,1/12/2018,13633.36375,13269.5975,14198.5325,12845.7125
BTC,1/15/2018,13519.92625,14217.3625,14245.52,13051.59375
BTC,1/16/2018,12915.11625,13519.92625,14307.53375,12762.9975
BTC,1/17/2018,10870.16875,12915.11625,13211.24625,10063.1175
BTC,1/18/2018,11340.65,10870.16875,11764.13625,9199.5925
BTC,1/19/2018,11137.36875,11340.65,12045.095,10663.945
BTC,1/22/2018,11508.62,12486.06625,12486.06625,11096.0525
BTC,1/23/2018,10872.9025,11508.62,11868.715,10050.7925
BTC,1/24/2018,10830.9275,10872.9025,11358.33625,9972.2875
BTC,1/25/2018,11629.375,10830.9275,11710.9975,10497.15375
BTC,1/26/2018,11524.345,11629.375,11629.375,10889.045
BTC,1/29/2018,11412.79375,11452.23,11942.255,11303.365
BTC,1/30/2018,10917.15125,11412.79375,11480.56375,10805.81625
BTC,1/31/2018,9914.4725,10917.15125,11063.8,9627.88875
BTC,2/1/2018,9970.30875,9914.4725,10334.41875,9688.28
BTC,2/2/2018,8715.59499,9970.30875,10169.8225,8563.9275
BTC,2/5/2018,8136.39,9192.045,9363.41124,7859.5125
BTC,2/6/2018,6332.37,8136.39,8346.90625,6197.98
BTC,2/7/2018,7270.5075,6332.37,7957.3425,5947.39625
BTC,2/8/2018,7987.28125,7270.5075,8582.92625,7207.97125
BTC,2/9/2018,8086.7725,7987.28125,8621.275,7808.22
BTC,2/12/2018,8478.92499,8045.44,8566.15875,7845.12625
BTC,2/13/2018,8766.8525,8478.92499,8977.0775,8362.84125
BTC,2/14/2018,8693.2525,8766.8525,8772.87999,8370.48375
BTC,2/15/2018,9659.2875,8693.2525,9722.5475,8693.2525
BTC,2/16/2018,10110.83875,9659.2875,10293.44,9496.01874
BTC,2/19/2018,10537.00625,10855.9375,10963.68625,10156.38125
BTC,2/20/2018,11416.03875,10537.00625,11497.405,10405.97625
BTC,2/21/2018,10928.02,11416.03875,11767.5775,10871.53125
BTC,2/22/2018,10727.9525,10928.02,11180.56125,10244.32125
BTC,2/23/2018,9809.72125,10727.9525,10913.64875,9592.95999
BTC,2/26/2018,9627.71625,9585.285,9858.15749,9304.6825
BTC,2/27/2018,10272.9025,9627.71625,10443.27625,9386.48625
BTC,2/28/2018,10903.01875,10272.9025,10953.17375,10226.84874
BTC,3/1/2018,10352.04625,10903.01875,11044.16125,10222.435
BTC,3/2/2018,11100.2925,10352.04625,11165.6575,10329.06
BTC,3/5/2018,11558.475,11171.8175,11574.94125,11067.785
BTC,3/6/2018,11246.7475,11558.475,11660.2425,11182.55125
BTC,3/7/2018,10735.88625,11246.7475,11323.345,10584.95875
BTC,3/8/2018,9552.75875,10735.88625,10810.4775,9468.44625
BTC,3/9/2018,8980.19249,9552.75875,10101.28125,8897.02249
BTC,3/12/2018,9433.47374,8680.6075,9730.08124,8588.22875
BTC,3/13/2018,9047.5125,9433.47374,9885.2225,8778.20624
BTC,3/14/2018,9260.70875,9047.5125,9474.6775,8860.875
BTC,3/15/2018,7895.98875,9260.70875,9260.70875,7760.53125
BTC,3/16/2018,8039.6025,7895.98875,8413.11125,7676.51875
BTC,3/19/2018,8189.49125,7667.99,8434.9275,7335.5725
BTC,3/20/2018,8597.3375,8189.49125,8702.465,8130.24
BTC,3/21/2018,9028.2975,8597.3375,9050.51625,8324.26125
BTC,3/22/2018,9023.7175,9028.2975,9159.90125,8765.57
BTC,3/23/2018,8411.6525,9023.7175,9045.44249,8347.285
BTC,3/26/2018,8429.33124,8548.8125,8660.48749,8370.48875
BTC,3/27/2018,7854.6375,8429.33124,8476.96875,7826.01375
BTC,3/28/2018,7863.255,7854.6375,8130.44875,7744.82125
BTC,3/29/2018,7866.36,7863.255,8096.01625,7814.895
BTC,3/30/2018,6861.325,7866.36,7868.8325,6686.85
BTC,4/2/2018,6986.835,6926.875,7023.0875,6443.20125
BTC,4/3/2018,7182.12,6986.835,7194.8425,6854.62375
BTC,4/4/2018,7295.89,7182.12,7506.6775,7182.12
BTC,4/5/2018,6769.48375,7295.89,7385.70875,6583.85375
BTC,4/6/2018,6766.5925,6769.48375,6918.6975,6630.9025
BTC,4/9/2018,7125.53875,6964.4325,7159.98,6897.75
BTC,4/10/2018,6789.2675,7125.53875,7170.76,6616.57125
BTC,4/11/2018,6824.49375,6789.2675,6878.08375,6659.51
BTC,4/12/2018,6941.63875,6824.49375,6964.0825,6807.4375
BTC,4/13/2018,7823.55875,6941.63875,8055.20125,6766.37
BTC,4/16/2018,8160.4125,8083.57375,8407.7175,8060.46875
BTC,4/17/2018,8030.57,8160.4125,8162.8075,7909.14125
BTC,4/18/2018,7937.61,8030.57,8151.0975,7834.4
BTC,4/19/2018,8188.71875,7937.61,8253.88625,7886.1775
BTC,4/20/2018,8333.81374,8188.71875,8380.25124,8104.87875
BTC,4/23/2018,8868.16124,8830.05875,9009.82,8761.88375
BTC,4/24/2018,9191.82,8868.16124,9220.9675,8818.75875
BTC,4/25/2018,9373.3025,9191.82,9746.81749,9191.82
BTC,4/26/2018,8807.515,9373.3025,9514.41375,8662.285
BTC,4/27/2018,9153.64125,8807.515,9303.01874,8660.8675
BTC,4/30/2018,9268.7175,9444.1425,9472.4975,9182.6775
BTC,5/1/2018,8949.87624,9268.7175,9344.89125,8883.5875
BTC,5/2/2018,9029.47875,8949.87624,9134.9525,8842.03249
BTC,5/3/2018,9228.8525,9029.47875,9262.32625,9025.18625
BTC,5/4/2018,9572.69875,9228.8525,9790.94249,9162.18625
BTC,5/7/2018,9326.76125,9845.54375,9869.65,9229.74875
BTC,5/8/2018,9424.99124,9326.76125,9454.91875,9188.65875
BTC,5/9/2018,9039.02875,9424.99124,9426.52,9003.135
BTC,5/10/2018,9327.04999,9039.02875,9360.41,8975.97374
BTC,5/11/2018,8920.25625,9327.04999,9383.295,8874.54
